anonymous_id,original_timestamp,received_at,sent_at,timestamp,uuid_ts,context_campaign_medium,context_campaign_content,context_campaign_name,context_campaign_source,context_app_namespace,context_destination_id,context_destination_type,context_session_id,user_id,id,channel,event_text,event
c24f523c4a06e9e8ce68e5fc60305b8b,2024-11-10T09:26:27.000000Z,2024-11-10T09:26:27.000000Z,2024-11-10T09:26:27.000000Z,2024-11-10T09:26:27.000000Z,2024-11-10T09:26:27.000000Z,email,53dsvdsa,cmpn_421,email,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1729482902,,ToGQXhhtGuJYFx7c,web,SIGNUP,signup
c24f523c4a06e9e8ce68e5fc60305b8b,2024-12-15T18:26:52.000000Z,2024-12-15T18:26:52.000000Z,2024-12-15T18:26:52.000000Z,2024-12-15T18:26:52.000000Z,2024-12-15T18:26:52.000000Z,ppc,gfaa4rvdsa,cmpn_533,google,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1733403345,daniel.parsons285@example.net,XL5rT58irsJyo2Eu,web,SIGNUP,signup
c24f523c4a06e9e8ce68e5fc60305b8b,2025-02-19T21:31:31.000000Z,2025-02-19T21:31:31.000000Z,2025-02-19T21:31:31.000000Z,2025-02-19T21:31:31.000000Z,2025-02-19T21:31:31.000000Z,ppc,cdasareravf,cmpn_830,bing,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1739375994,daniel.parsons285@example.net,sRgfL7UavclwonsR,web,SIGNUP,signup
72da181860abcd96fb0e11a3b62c6ce5,2024-11-06T18:54:16.000000Z,2024-11-06T18:54:16.000000Z,2024-11-06T18:54:16.000000Z,2024-11-06T18:54:16.000000Z,2024-11-06T18:54:16.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1730380948,,tU8KadXc4S4SFmkA,web,SIGNUP,signup
72da181860abcd96fb0e11a3b62c6ce5,2024-11-06T21:08:23.000000Z,2024-11-06T21:08:23.000000Z,2024-11-06T21:08:23.000000Z,2024-11-06T21:08:23.000000Z,2024-11-06T21:08:23.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1730380948,jamesvang@example.com,Rsa5KpBiA6qo8JOA,web,CART ADD,cart_add
72da181860abcd96fb0e11a3b62c6ce5,2024-12-26T01:27:33.000000Z,2024-12-26T01:27:33.000000Z,2024-12-26T01:27:33.000000Z,2024-12-26T01:27:33.000000Z,2024-12-26T01:27:33.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1735156583,jamesvang@example.com,fxl0abBlYo1Lhxcv,web,LOGIN,login
72da181860abcd96fb0e11a3b62c6ce5,2024-12-26T02:54:54.000000Z,2024-12-26T02:54:54.000000Z,2024-12-26T02:54:54.000000Z,2024-12-26T02:54:54.000000Z,2024-12-26T02:54:54.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1735156583,jamesvang@example.com,WGD15JfexSzj8JHI,web,CART ADD,cart_add
72da181860abcd96fb0e11a3b62c6ce5,2024-12-26T05:47:08.000000Z,2024-12-26T05:47:08.000000Z,2024-12-26T05:47:08.000000Z,2024-12-26T05:47:08.000000Z,2024-12-26T05:47:08.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1735156583,jamesvang@example.com,Y4DccgHcDCeicZXl,web,ORDER COMPLETED,order_completed
72da181860abcd96fb0e11a3b62c6ce5,2025-01-27T07:59:30.000000Z,2025-01-27T07:59:30.000000Z,2025-01-27T07:59:30.000000Z,2025-01-27T07:59:30.000000Z,2025-01-27T07:59:30.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1737340088,jamesvang@example.com,4brNnvQYydFs76Zh,web,SIGNUP,signup
72da181860abcd96fb0e11a3b62c6ce5,2025-01-27T11:17:27.000000Z,2025-01-27T11:17:27.000000Z,2025-01-27T11:17:27.000000Z,2025-01-27T11:17:27.000000Z,2025-01-27T11:17:27.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1737340088,jamesvang@example.com,BhRswSQdrvy3xebc,web,CART ADD,cart_add
72da181860abcd96fb0e11a3b62c6ce5,2025-03-07T16:08:40.000000Z,2025-03-07T16:08:40.000000Z,2025-03-07T16:08:40.000000Z,2025-03-07T16:08:40.000000Z,2025-03-07T16:08:40.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1741343907,jamesvang@example.com,jTkNVh3DFFAybC86,web,LOGIN,login
72da181860abcd96fb0e11a3b62c6ce5,2025-03-07T18:29:09.000000Z,2025-03-07T18:29:09.000000Z,2025-03-07T18:29:09.000000Z,2025-03-07T18:29:09.000000Z,2025-03-07T18:29:09.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1741343907,jamesvang@example.com,gt059hV0zPaLTqKb,web,CART ADD,cart_add
72da181860abcd96fb0e11a3b62c6ce5,2025-03-08T02:21:10.000000Z,2025-03-08T02:21:10.000000Z,2025-03-08T02:21:10.000000Z,2025-03-08T02:21:10.000000Z,2025-03-08T02:21:10.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1741343907,jamesvang@example.com,J5uhpBL4zg4MHsQM,web,ORDER COMPLETED,order_completed
72da181860abcd96fb0e11a3b62c6ce5,2025-04-06T03:28:48.000000Z,2025-04-06T03:28:48.000000Z,2025-04-06T03:28:48.000000Z,2025-04-06T03:28:48.000000Z,2025-04-06T03:28:48.000000Z,ppc,53454fasdf,cmpn_232,google,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1743631030,jamesvang@example.com,jsdmquVScBYiP8b3,web,SIGNUP,signup
72da181860abcd96fb0e11a3b62c6ce5,2025-04-06T06:10:48.000000Z,2025-04-06T06:10:48.000000Z,2025-04-06T06:10:48.000000Z,2025-04-06T06:10:48.000000Z,2025-04-06T06:10:48.000000Z,ppc,53454fasdf,cmpn_232,google,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1743631030,jamesvang@example.com,6Cpv9Me6U7GuO33u,web,CART ADD,cart_add
72da181860abcd96fb0e11a3b62c6ce5,2025-05-09T13:43:11.000000Z,2025-05-09T13:43:11.000000Z,2025-05-09T13:43:11.000000Z,2025-05-09T13:43:11.000000Z,2025-05-09T13:43:11.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1746778368,jamesvang@example.com,Mpv5bHs53d6EbMcz,web,LOGIN,login
72da181860abcd96fb0e11a3b62c6ce5,2025-05-09T14:44:24.000000Z,2025-05-09T14:44:24.000000Z,2025-05-09T14:44:24.000000Z,2025-05-09T14:44:24.000000Z,2025-05-09T14:44:24.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1746778368,jamesvang@example.com,FKKVWbS0iiVkqxKl,web,CART ADD,cart_add
72da181860abcd96fb0e11a3b62c6ce5,2025-05-09T18:31:16.000000Z,2025-05-09T18:31:16.000000Z,2025-05-09T18:31:16.000000Z,2025-05-09T18:31:16.000000Z,2025-05-09T18:31:16.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1746778368,jamesvang@example.com,B8B57O15oKEVh9R2,web,ORDER COMPLETED,order_completed
72da181860abcd96fb0e11a3b62c6ce5,2025-07-13T23:07:19.000000Z,2025-07-13T23:07:19.000000Z,2025-07-13T23:07:19.000000Z,2025-07-13T23:07:19.000000Z,2025-07-13T23:07:19.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1751477776,jamesvang@example.com,8ggYHKEq2bk2MqJi,web,SIGNUP,signup
72da181860abcd96fb0e11a3b62c6ce5,2025-07-14T01:57:48.000000Z,2025-07-14T01:57:48.000000Z,2025-07-14T01:57:48.000000Z,2025-07-14T01:57:48.000000Z,2025-07-14T01:57:48.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1751477776,jamesvang@example.com,pL9Nv6uF27FFkLl9,web,CART ADD,cart_add
72da181860abcd96fb0e11a3b62c6ce5,2025-08-30T07:24:10.000000Z,2025-08-30T07:24:10.000000Z,2025-08-30T07:24:10.000000Z,2025-08-30T07:24:10.000000Z,2025-08-30T07:24:10.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1756518828,jamesvang@example.com,QfJWJtCgIcy86y0N,web,LOGIN,login
72da181860abcd96fb0e11a3b62c6ce5,2025-08-30T10:05:23.000000Z,2025-08-30T10:05:23.000000Z,2025-08-30T10:05:23.000000Z,2025-08-30T10:05:23.000000Z,2025-08-30T10:05:23.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1756518828,jamesvang@example.com,TKxecssgiUuNtAFe,web,CART ADD,cart_add
72da181860abcd96fb0e11a3b62c6ce5,2025-08-30T17:48:45.000000Z,2025-08-30T17:48:45.000000Z,2025-08-30T17:48:45.000000Z,2025-08-30T17:48:45.000000Z,2025-08-30T17:48:45.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1756518828,jamesvang@example.com,mbBVhE77cjGnxIMT,web,ORDER COMPLETED,order_completed
72da181860abcd96fb0e11a3b62c6ce5,2025-10-15T20:30:20.000000Z,2025-10-15T20:30:20.000000Z,2025-10-15T20:30:20.000000Z,2025-10-15T20:30:20.000000Z,2025-10-15T20:30:20.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1758898725,jamesvang@example.com,ktnLEpReu9Z7Mix1,web,SIGNUP,signup
72da181860abcd96fb0e11a3b62c6ce5,2025-11-18T07:34:14.000000Z,2025-11-18T07:34:14.000000Z,2025-11-18T07:34:14.000000Z,2025-11-18T07:34:14.000000Z,2025-11-18T07:34:14.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1763431451,jamesvang@example.com,dwStOxX0ed3R1HgW,web,LOGIN,login
72da181860abcd96fb0e11a3b62c6ce5,2025-11-18T08:12:18.000000Z,2025-11-18T08:12:18.000000Z,2025-11-18T08:12:18.000000Z,2025-11-18T08:12:18.000000Z,2025-11-18T08:12:18.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1763431451,jamesvang@example.com,J1NSrqB6d7SIwj6K,web,CART ADD,cart_add
72da181860abcd96fb0e11a3b62c6ce5,2025-11-18T09:21:12.000000Z,2025-11-18T09:21:12.000000Z,2025-11-18T09:21:12.000000Z,2025-11-18T09:21:12.000000Z,2025-11-18T09:21:12.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1763431451,jamesvang@example.com,xLjUSSRn2OuU4lHW,web,ORDER COMPLETED,order_completed
dda4cabc3d00492f6ebc5097c330c8ed,2024-10-05T17:17:22.000000Z,2024-10-05T17:17:22.000000Z,2024-10-05T17:17:22.000000Z,2024-10-05T17:17:22.000000Z,2024-10-05T17:17:22.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1728118408,,qeldLmucY3nC5lIN,web,CART ADD,cart_add
1c1718a7d4052c70dde6e1400e87187f,2024-11-10T13:02:51.000000Z,2024-11-10T13:02:51.000000Z,2024-11-10T13:02:51.000000Z,2024-11-10T13:02:51.000000Z,2024-11-10T13:02:51.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1729916833,,Wtc0BloItA2RKgiD,web,CART ADD,cart_add
1c1718a7d4052c70dde6e1400e87187f,2024-11-10T13:03:22.000000Z,2024-11-10T13:03:22.000000Z,2024-11-10T13:03:22.000000Z,2024-11-10T13:03:22.000000Z,2024-11-10T13:03:22.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1729916833,,dNjJlC3OHM71sryN,web,LOGIN,login
1c1718a7d4052c70dde6e1400e87187f,2024-11-10T22:42:29.000000Z,2024-11-10T22:42:29.000000Z,2024-11-10T22:42:29.000000Z,2024-11-10T22:42:29.000000Z,2024-11-10T22:42:29.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1729916833,melissawiggins@example.com,eX9AshmORkBNCxez,web,ORDER COMPLETED,order_completed
1c1718a7d4052c70dde6e1400e87187f,2024-12-28T07:58:19.000000Z,2024-12-28T07:58:19.000000Z,2024-12-28T07:58:19.000000Z,2024-12-28T07:58:19.000000Z,2024-12-28T07:58:19.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1734392129,melissawiggins@example.com,s2RPyef46XSDrBKV,web,CART ADD,cart_add
1c1718a7d4052c70dde6e1400e87187f,2024-12-28T07:58:50.000000Z,2024-12-28T07:58:50.000000Z,2024-12-28T07:58:50.000000Z,2024-12-28T07:58:50.000000Z,2024-12-28T07:58:50.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1734392129,melissawiggins@example.com,5UTdR8SrZ6gCnb3A,web,LOGIN,login
1c1718a7d4052c70dde6e1400e87187f,2024-12-28T11:27:49.000000Z,2024-12-28T11:27:49.000000Z,2024-12-28T11:27:49.000000Z,2024-12-28T11:27:49.000000Z,2024-12-28T11:27:49.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1734392129,melissawiggins@example.com,IFVbsaC1x7KycEg7,web,ORDER COMPLETED,order_completed
1c1718a7d4052c70dde6e1400e87187f,2025-02-13T17:50:21.000000Z,2025-02-13T17:50:21.000000Z,2025-02-13T17:50:21.000000Z,2025-02-13T17:50:21.000000Z,2025-02-13T17:50:21.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1739002429,melissawiggins@example.com,mpK312HutwhTK3EE,web,CART ADD,cart_add
1c1718a7d4052c70dde6e1400e87187f,2025-02-13T17:51:03.000000Z,2025-02-13T17:51:03.000000Z,2025-02-13T17:51:03.000000Z,2025-02-13T17:51:03.000000Z,2025-02-13T17:51:03.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1739002429,melissawiggins@example.com,htATmKlXZgGD1JHa,web,LOGIN,login
1c1718a7d4052c70dde6e1400e87187f,2025-02-13T21:38:35.000000Z,2025-02-13T21:38:35.000000Z,2025-02-13T21:38:35.000000Z,2025-02-13T21:38:35.000000Z,2025-02-13T21:38:35.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1739002429,melissawiggins@example.com,8gPDHPpNXMIQ6RPu,web,ORDER COMPLETED,order_completed
1c1718a7d4052c70dde6e1400e87187f,2025-03-31T08:32:07.000000Z,2025-03-31T08:32:07.000000Z,2025-03-31T08:32:07.000000Z,2025-03-31T08:32:07.000000Z,2025-03-31T08:32:07.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1742514695,melissawiggins@example.com,TBaoby09aV4OYOVJ,web,CART ADD,cart_add
1c1718a7d4052c70dde6e1400e87187f,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1742514695,melissawiggins@example.com,q43RmnrRvz43vhBn,web,LOGIN,login
1c1718a7d4052c70dde6e1400e87187f,2025-03-31T14:02:09.000000Z,2025-03-31T14:02:09.000000Z,2025-03-31T14:02:09.000000Z,2025-03-31T14:02:09.000000Z,2025-03-31T14:02:09.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1742514695,melissawiggins@example.com,QlpS9c73FvXONxhE,web,ORDER COMPLETED,order_completed
1c1718a7d4052c70dde6e1400e87187f,2025-05-31T01:42:22.000000Z,2025-05-31T01:42:22.000000Z,2025-05-31T01:42:22.000000Z,2025-05-31T01:42:22.000000Z,2025-05-31T01:42:22.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1747157829,melissawiggins@example.com,5wGrIL2wDu5VDaIg,web,CART ADD,cart_add
1c1718a7d4052c70dde6e1400e87187f,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1747157829,melissawiggins@example.com,YtaEf3hSrptO2IrS,web,LOGIN,login
1c1718a7d4052c70dde6e1400e87187f,2025-05-31T09:57:27.000000Z,2025-05-31T09:57:27.000000Z,2025-05-31T09:57:27.000000Z,2025-05-31T09:57:27.000000Z,2025-05-31T09:57:27.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1747157829,melissawiggins@example.com,F5qGDOPtqCIvRcBl,web,ORDER COMPLETED,order_completed
1c1718a7d4052c70dde6e1400e87187f,2025-07-06T18:57:08.000000Z,2025-07-06T18:57:08.000000Z,2025-07-06T18:57:08.000000Z,2025-07-06T18:57:08.000000Z,2025-07-06T18:57:08.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1751367327,melissawiggins@example.com,81UCvDH3whtWD1kt,web,CART ADD,cart_add
1c1718a7d4052c70dde6e1400e87187f,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1751367327,melissawiggins@example.com,7aLToODXCaPOGR9r,web,LOGIN,login
1c1718a7d4052c70dde6e1400e87187f,2025-07-06T21:53:05.000000Z,2025-07-06T21:53:05.000000Z,2025-07-06T21:53:05.000000Z,2025-07-06T21:53:05.000000Z,2025-07-06T21:53:05.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1751367327,melissawiggins@example.com,pgjvChLfcR9sJbfS,web,ORDER COMPLETED,order_completed
f271d9ee351638fa555dd54a9ae20e66,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1730496429,,r4PH0QVjw8MzChkf,web,SIGNUP,signup
f271d9ee351638fa555dd54a9ae20e66,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1735791471,veronicanguyen@example.com,4xWkeq81sMAmycPB,web,SIGNUP,signup
f271d9ee351638fa555dd54a9ae20e66,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1740728734,veronicanguyen@example.com,oAV0y4tB0ZjZGcTU,web,SIGNUP,signup
f271d9ee351638fa555dd54a9ae20e66,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1744814000,veronicanguyen@example.com,JXk4ymAES4Vb1wAD,web,SIGNUP,signup
f271d9ee351638fa555dd54a9ae20e66,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1749852830,veronicanguyen@example.com,yhjLga8wVF6EJsAM,web,SIGNUP,signup
f271d9ee351638fa555dd54a9ae20e66,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,paidsocial,13vfs5asdfa,cmpn_80,twitter,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1755573286,veronicanguyen@example.com,KpAXpgFy0WlXk0Ly,web,SIGNUP,signup
4e8872766ef28b8c2214ef8f1f326cc5,2024-11-07T00:15:30.000000Z,2024-11-07T00:15:30.000000Z,2024-11-07T00:15:30.000000Z,2024-11-07T00:15:30.000000Z,2024-11-07T00:15:30.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1730913848,,4uDCLaluS9arEWU1,web,CART ADD,cart_add
2f99f1981bd152cc2b1131703db43ccc,2024-10-25T18:27:23.000000Z,2024-10-25T18:27:23.000000Z,2024-10-25T18:27:23.000000Z,2024-10-25T18:27:23.000000Z,2024-10-25T18:27:23.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1728815703,,9zK6d8SoiP0ClzOI,web,CART ADD,cart_add
2f99f1981bd152cc2b1131703db43ccc,2024-10-25T18:27:26.000000Z,2024-10-25T18:27:26.000000Z,2024-10-25T18:27:26.000000Z,2024-10-25T18:27:26.000000Z,2024-10-25T18:27:26.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1728815703,,XOXmkMmUq2v40iLO,web,SIGNUP,signup
2f99f1981bd152cc2b1131703db43ccc,2024-10-26T01:41:37.000000Z,2024-10-26T01:41:37.000000Z,2024-10-26T01:41:37.000000Z,2024-10-26T01:41:37.000000Z,2024-10-26T01:41:37.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1728815703,cindymiller@example.com,ZR8HeYO8v6JaoqwP,web,ORDER COMPLETED,order_completed
2f99f1981bd152cc2b1131703db43ccc,2024-11-11T03:35:47.000000Z,2024-11-11T03:35:47.000000Z,2024-11-11T03:35:47.000000Z,2024-11-11T03:35:47.000000Z,2024-11-11T03:35:47.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1731276277,cindymiller@example.com,Wi8dIe9IxhyJjShi,web,LOGIN,login
2f99f1981bd152cc2b1131703db43ccc,2024-11-11T05:37:42.000000Z,2024-11-11T05:37:42.000000Z,2024-11-11T05:37:42.000000Z,2024-11-11T05:37:42.000000Z,2024-11-11T05:37:42.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1731276277,cindymiller@example.com,gK7pw9JdfhhHQojA,web,CART ADD,cart_add
2f99f1981bd152cc2b1131703db43ccc,2024-11-11T11:41:27.000000Z,2024-11-11T11:41:27.000000Z,2024-11-11T11:41:27.000000Z,2024-11-11T11:41:27.000000Z,2024-11-11T11:41:27.000000Z,,,,,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1731276277,cindymiller@example.com,dg2h9afC4NrKCebs,web,ORDER COMPLETED,order_completed
2f99f1981bd152cc2b1131703db43ccc,2025-01-10T15:54:40.000000Z,2025-01-10T15:54:40.000000Z,2025-01-10T15:54:40.000000Z,2025-01-10T15:54:40.000000Z,2025-01-10T15:54:40.000000Z,email,4sdf4sda,cmpn_90,email,com.rudderstack.javascript,iFPYxdHAjhL63W,snowflake,1735282767,cindymiller@example.com,vxGfCXPp9kCZw1Dg,web,CART ADD,cart_add
