uuid_ts,timestamp,sent_at,received_at,original_timestamp,last_name,first_name,email,context_screen_height,context_screen_width,context_screen_density,context_screen_inner_height,context_screen_inner_width,context_campaign_term,context_campaign_source,context_campaign_name,context_campaign_medium,context_campaign_content,anonymous_id,user_id,context_ip,id,context_session_start,context_session_id,context_library_version,context_page_url,state,address_country,currency
2025-05-09T13:43:11.000000Z,2025-05-09T13:43:11.000000Z,2025-05-09T13:43:11.000000Z,2025-05-09T13:43:11.000000Z,2025-05-09T13:43:11.000000Z,Vang,James,jamesvang@example.com,600,800,1,1024,1280,,,,,,72da181860abcd96fb0e11a3b62c6ce5,jamesvang@example.com,216.91.241.109,v1vAk4HdYBf62IPo,2025-05-09T13:42:48.000000Z,1746778368,0.10.4,www.choixcart.com/login,AZ,US,usd
2025-07-13T23:07:19.000000Z,2025-07-13T23:07:19.000000Z,2025-07-13T23:07:19.000000Z,2025-07-13T23:07:19.000000Z,2025-07-13T23:07:19.000000Z,Vang,James,jamesvang@example.com,780,360,3,649,360,,,,,,72da181860abcd96fb0e11a3b62c6ce5,jamesvang@example.com,126.36.235.85,8TVrV0Cw469Jselh,2025-07-02T23:06:16.000000Z,1751477776,1.0.2,www.choixcart.com/signup,DE,US,usd
2025-08-30T07:24:10.000000Z,2025-08-30T07:24:10.000000Z,2025-08-30T07:24:10.000000Z,2025-08-30T07:24:10.000000Z,2025-08-30T07:24:10.000000Z,Vang,James,jamesvang@example.com,1080,1920,1,993,1920,,,,,,72da181860abcd96fb0e11a3b62c6ce5,jamesvang@example.com,206.159.143.186,7c660P5OerP6lMMN,2025-08-30T07:23:48.000000Z,1756518828,1.0.2,www.choixcart.com/login,NE,US,usd
2025-10-15T20:30:20.000000Z,2025-10-15T20:30:20.000000Z,2025-10-15T20:30:20.000000Z,2025-10-15T20:30:20.000000Z,2025-10-15T20:30:20.000000Z,Vang,James,jamesvang@example.com,1080,1920,1,993,1920,,,,,,72da181860abcd96fb0e11a3b62c6ce5,jamesvang@example.com,44.67.72.103,PmHSCjStsmwuU7jH,2025-09-26T20:28:45.000000Z,1758898725,0.10.4,www.choixcart.com/signup,NY,US,usd
2025-11-18T07:34:14.000000Z,2025-11-18T07:34:14.000000Z,2025-11-18T07:34:14.000000Z,2025-11-18T07:34:14.000000Z,2025-11-18T07:34:14.000000Z,Vang,James,jamesvang@example.com,1169,1800,2,858,1340,,,,,,72da181860abcd96fb0e11a3b62c6ce5,jamesvang@example.com,71.161.162.59,ZPSP8H8BYRiHtk76,2025-11-18T07:34:11.000000Z,1763431451,0.10.4,www.choixcart.com/login,CT,US,usd
2024-11-10T13:03:22.000000Z,2024-11-10T13:03:22.000000Z,2024-11-10T13:03:22.000000Z,2024-11-10T13:03:22.000000Z,2024-11-10T13:03:22.000000Z,Wiggins,Melissa,melissawiggins@example.com,1080,1920,1,969,1920,,,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,167.27.98.106,CXqlGyJqJ5gVxJud,2024-10-26T09:57:13.000000Z,1729916833,1.1.4,www.choixcart.com/login,IL,US,usd
2024-12-28T07:58:50.000000Z,2024-12-28T07:58:50.000000Z,2024-12-28T07:58:50.000000Z,2024-12-28T07:58:50.000000Z,2024-12-28T07:58:50.000000Z,Wiggins,Melissa,melissawiggins@example.com,720,1280,1,551,1280,,,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,32.91.159.164,tm8G9VkOkEomXBad,2024-12-17T05:05:29.000000Z,1734392129,1.0.2,www.choixcart.com/login,ID,US,usd
2025-02-13T17:51:03.000000Z,2025-02-13T17:51:03.000000Z,2025-02-13T17:51:03.000000Z,2025-02-13T17:51:03.000000Z,2025-02-13T17:51:03.000000Z,Wiggins,Melissa,melissawiggins@example.com,720,1280,1,551,1280,,,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,12.110.43.37,oA93jMiyxTB1tZLI,2025-02-08T13:43:49.000000Z,1739002429,0.10.4,www.choixcart.com/login,ID,US,usd
2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,2025-03-31T08:33:25.000000Z,Wiggins,Melissa,melissawiggins@example.com,900,1600,1,739,1600,,,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,148.39.113.2,PO6arTNFWrJBCilh,2025-03-21T05:21:35.000000Z,1742514695,1.1.4,www.choixcart.com/login,WY,US,usd
2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,2025-05-31T01:43:59.000000Z,Wiggins,Melissa,melissawiggins@example.com,1169,1800,2,858,1340,,,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,170.108.36.114,qaxapdI1bPvIrHPc,2025-05-13T23:07:09.000000Z,1747157829,1.0.2,www.choixcart.com/login,CT,US,usd
2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,2025-07-06T18:57:54.000000Z,Wiggins,Melissa,melissawiggins@example.com,1080,1920,1,969,1920,,,,,,1c1718a7d4052c70dde6e1400e87187f,melissawiggins@example.com,37.252.66.127,EFiJB1RN7EqUteNn,2025-07-01T16:25:27.000000Z,1751367327,1.0.2,www.choixcart.com/login,IL,US,usd
2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,2024-11-18T02:59:00.000000Z,Nguyen,Veronica,veronicanguyen@example.com,854,385,1,726,384,,,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,124.221.200.62,9Sko7hzqMm7yekCK,2024-11-02T02:57:09.000000Z,1730496429,1.1.4,www.choixcart.com/signup,KS,US,usd
2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,2025-01-11T09:49:14.000000Z,Nguyen,Veronica,veronicanguyen@example.com,1080,1920,1,969,1920,,,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,208.160.226.161,QskGHnYYJKi9t36N,2025-01-02T09:47:51.000000Z,1735791471,0.10.4,www.choixcart.com/signup,TN,US,usd
2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,2025-03-21T13:16:08.000000Z,Nguyen,Veronica,veronicanguyen@example.com,1080,1920,1,969,1920,,,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,161.191.90.49,r5l2Roq59g0U2EqE,2025-02-28T13:15:34.000000Z,1740728734,1.1.4,www.choixcart.com/signup,WA,US,usd
2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,2025-04-21T20:05:00.000000Z,Nguyen,Veronica,veronicanguyen@example.com,900,1600,1,739,1600,,,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,193.80.79.203,U2jKu7mYleyORLdR,2025-04-16T20:03:20.000000Z,1744814000,0.10.4,www.choixcart.com/signup,NE,US,usd
2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,2025-06-28T03:44:42.000000Z,Nguyen,Veronica,veronicanguyen@example.com,1080,1920,1,993,1920,,,,,,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,189.17.59.81,5ft8njZSv9qnHpZq,2025-06-14T03:43:50.000000Z,1749852830,1.0.2,www.choixcart.com/signup,UT,US,usd
2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,2025-09-03T08:45:22.000000Z,Nguyen,Veronica,veronicanguyen@example.com,720,1280,1,551,1280,similar items,twitter,cmpn_80,paidsocial,13vfs5asdfa,f271d9ee351638fa555dd54a9ae20e66,veronicanguyen@example.com,176.155.237.153,PpsKDCThHQW6xr9h,2025-08-19T08:44:46.000000Z,1755573286,0.10.4,www.choixcart.com/signup,TN,US,usd
2024-10-25T18:27:26.000000Z,2024-10-25T18:27:26.000000Z,2024-10-25T18:27:26.000000Z,2024-10-25T18:27:26.000000Z,2024-10-25T18:27:26.000000Z,Miller,Cindy,cindymiller@example.com,1080,1920,1,969,1920,,,,,,2f99f1981bd152cc2b1131703db43ccc,cindymiller@example.com,207.88.174.169,tiuliBchs0GqvRrU,2024-10-13T16:05:03.000000Z,1728815703,1.1.4,www.choixcart.com/signup,NC,US,usd
2024-11-11T03:35:47.000000Z,2024-11-11T03:35:47.000000Z,2024-11-11T03:35:47.000000Z,2024-11-11T03:35:47.000000Z,2024-11-11T03:35:47.000000Z,Miller,Cindy,cindymiller@example.com,1080,1920,1,969,1920,,,,,,2f99f1981bd152cc2b1131703db43ccc,cindymiller@example.com,172.222.222.88,EQLnwI110F4TaPT6,2024-11-11T03:34:37.000000Z,1731276277,1.1.4,www.choixcart.com/login,NY,US,usd
2025-01-10T15:55:34.000000Z,2025-01-10T15:55:34.000000Z,2025-01-10T15:55:34.000000Z,2025-01-10T15:55:34.000000Z,2025-01-10T15:55:34.000000Z,Miller,Cindy,cindymiller@example.com,1080,1920,1,993,1920,topoffers,email,cmpn_90,email,4sdf4sda,2f99f1981bd152cc2b1131703db43ccc,cindymiller@example.com,22.136.181.139,QvT7HSPyHFkyRhBd,2024-12-27T12:29:27.000000Z,1735282767,1.0.2,www.choixcart.com/signup,LA,US,usd
2025-02-05T02:16:22.000000Z,2025-02-05T02:16:22.000000Z,2025-02-05T02:16:22.000000Z,2025-02-05T02:16:22.000000Z,2025-02-05T02:16:22.000000Z,Miller,Cindy,cindymiller@example.com,1169,1800,2,858,1340,christmas sale,google,cmpn_232,ppc,53454fasdf,2f99f1981bd152cc2b1131703db43ccc,cindymiller@example.com,63.174.224.124,T3mk9lRPSRcaEqba,2025-02-05T02:16:10.000000Z,1738701970,1.0.2,www.choixcart.com/login,AZ,US,usd
2025-03-15T00:21:04.000000Z,2025-03-15T00:21:04.000000Z,2025-03-15T00:21:04.000000Z,2025-03-15T00:21:04.000000Z,2025-03-15T00:21:04.000000Z,Miller,Cindy,cindymiller@example.com,1080,1920,1,969,1920,,,,,,2f99f1981bd152cc2b1131703db43ccc,cindymiller@example.com,15.146.112.74,SZ52ZnT5SAhdkxsF,2025-03-05T19:42:29.000000Z,1741183949,1.1.4,www.choixcart.com/signup,AK,US,usd
2025-04-16T11:09:34.000000Z,2025-04-16T11:09:34.000000Z,2025-04-16T11:09:34.000000Z,2025-04-16T11:09:34.000000Z,2025-04-16T11:09:34.000000Z,Miller,Cindy,cindymiller@example.com,720,1280,1,551,1280,,,,,,2f99f1981bd152cc2b1131703db43ccc,cindymiller@example.com,200.7.22.56,1xJH34bOFJPUTvOm,2025-04-16T11:09:05.000000Z,1744781945,1.0.2,www.choixcart.com/login,WI,US,usd
2025-06-25T09:33:26.000000Z,2025-06-25T09:33:26.000000Z,2025-06-25T09:33:26.000000Z,2025-06-25T09:33:26.000000Z,2025-06-25T09:33:26.000000Z,Miller,Cindy,cindymiller@example.com,1169,1800,2,858,1340,,,,,,2f99f1981bd152cc2b1131703db43ccc,cindymiller@example.com,201.204.104.22,bCVWQh2oQBOzXMMl,2025-06-16T08:18:29.000000Z,1750042109,1.1.4,www.choixcart.com/signup,WA,US,usd
2025-08-26T15:21:26.000000Z,2025-08-26T15:21:26.000000Z,2025-08-26T15:21:26.000000Z,2025-08-26T15:21:26.000000Z,2025-08-26T15:21:26.000000Z,Miller,Cindy,cindymiller@example.com,1080,1920,1,969,1920,,,,,,2f99f1981bd152cc2b1131703db43ccc,cindymiller@example.com,92.74.4.102,FBfm14aymMghwuuo,2025-08-10T12:20:22.000000Z,1754808622,1.1.4,www.choixcart.com/login,NC,US,usd
2024-12-02T09:14:52.000000Z,2024-12-02T09:14:52.000000Z,2024-12-02T09:14:52.000000Z,2024-12-02T09:14:52.000000Z,2024-12-02T09:14:52.000000Z,Salazar,Brandon,salazar.brandon906@example.org,600,800,1,1024,1280,,,,,,e5470a417db010f5b0696ee888094592,salazar.brandon906@example.org,203.155.79.112,cNa8Tzcs7zf72dm8,2024-11-15T04:39:25.000000Z,1731625765,0.10.4,www.choixcart.com/login,AZ,US,usd
2025-02-07T19:56:45.000000Z,2025-02-07T19:56:45.000000Z,2025-02-07T19:56:45.000000Z,2025-02-07T19:56:45.000000Z,2025-02-07T19:56:45.000000Z,Salazar,Brandon,salazar.brandon906@example.org,900,1600,1,739,1600,,,,,,e5470a417db010f5b0696ee888094592,salazar.brandon906@example.org,24.255.136.196,O6xvpFQp0LwYTV2E,2025-01-25T16:31:57.000000Z,1737802917,1.0.2,www.choixcart.com/login,SC,US,usd
2024-10-29T14:05:30.000000Z,2024-10-29T14:05:30.000000Z,2024-10-29T14:05:30.000000Z,2024-10-29T14:05:30.000000Z,2024-10-29T14:05:30.000000Z,Sweeney,Shawn,sweeney.shawn993@example.org,1080,1920,1,969,1920,,,,,,75b43a501b1eed4f49258e1dc76ea562,sweeney.shawn993@example.org,111.122.235.172,bzzV4saBstugXhI3,2024-10-13T14:04:29.000000Z,1728808469,1.1.4,www.choixcart.com/signup,ID,US,usd
2024-11-23T23:42:58.000000Z,2024-11-23T23:42:58.000000Z,2024-11-23T23:42:58.000000Z,2024-11-23T23:42:58.000000Z,2024-11-23T23:42:58.000000Z,Sweeney,Shawn,sweeney.shawn993@example.org,1169,1800,2,858,1340,paid users,bing,cmpn_830,ppc,cdasareravf,75b43a501b1eed4f49258e1dc76ea562,sweeney.shawn993@example.org,1.2.163.219,YVc5ehgL6CIstMPZ,2024-11-20T23:41:59.000000Z,1732126319,0.10.4,www.choixcart.com/signup,KS,US,usd
2025-01-04T05:41:36.000000Z,2025-01-04T05:41:36.000000Z,2025-01-04T05:41:36.000000Z,2025-01-04T05:41:36.000000Z,2025-01-04T05:41:36.000000Z,Sweeney,Shawn,sweeney.shawn993@example.org,900,1600,1,739,1600,,,,,,75b43a501b1eed4f49258e1dc76ea562,sweeney.shawn993@example.org,36.60.100.53,vFsq69AUBr2AWPYU,2024-12-16T05:41:02.000000Z,1734307862,1.0.2,www.choixcart.com/signup,NY,US,usd
2025-03-05T14:38:43.000000Z,2025-03-05T14:38:43.000000Z,2025-03-05T14:38:43.000000Z,2025-03-05T14:38:43.000000Z,2025-03-05T14:38:43.000000Z,Sweeney,Shawn,sweeney.shawn993@example.org,600,800,1,1024,1280,,,,,,75b43a501b1eed4f49258e1dc76ea562,sweeney.shawn993@example.org,64.216.212.133,MHcKgjCRPR0t6HAe,2025-02-15T14:38:43.000000Z,1739610523,1.1.4,www.choixcart.com/signup,PA,US,usd
2024-10-05T10:52:34.000000Z,2024-10-05T10:52:34.000000Z,2024-10-05T10:52:34.000000Z,2024-10-05T10:52:34.000000Z,2024-10-05T10:52:34.000000Z,Fuller,Sean,seanfuller@example.com,864,1536,1,738,1522,,,,,,2798abfb1361357b7d0fe2db396ff03f,seanfuller@example.com,62.244.84.234,1yCYRoMv7X4g1IGP,2024-10-02T10:51:22.000000Z,1727846482,1.1.4,www.choixcart.com/signup,CT,US,usd
2024-11-01T14:23:07.000000Z,2024-11-01T14:23:07.000000Z,2024-11-01T14:23:07.000000Z,2024-11-01T14:23:07.000000Z,2024-11-01T14:23:07.000000Z,Fuller,Sean,seanfuller@example.com,1080,1920,1,993,1920,,,,,,2798abfb1361357b7d0fe2db396ff03f,seanfuller@example.com,165.125.199.100,8bt04voD4bPOc60k,2024-10-27T14:23:07.000000Z,1730019187,0.10.4,www.choixcart.com/signup,MN,US,usd
2024-11-02T11:33:13.000000Z,2024-11-02T11:33:13.000000Z,2024-11-02T11:33:13.000000Z,2024-11-02T11:33:13.000000Z,2024-11-02T11:33:13.000000Z,Lopez,Richard,richardlopez@example.com,600,800,1,1024,1280,,,,,,2f0f7d0383268ac0e501a3f3e7aaa40d,richardlopez@example.com,187.162.94.191,vzLBREPCI65XBcZX,2024-10-13T07:38:02.000000Z,1728785282,0.10.4,www.choixcart.com/login,ME,US,usd
2024-12-10T06:38:47.000000Z,2024-12-10T06:38:47.000000Z,2024-12-10T06:38:47.000000Z,2024-12-10T06:38:47.000000Z,2024-12-10T06:38:47.000000Z,Lopez,Richard,richardlopez@example.com,1440,2560,2,1319,2560,christmas sale,bing,cmpn_232,ppc,53454fasdf,2f0f7d0383268ac0e501a3f3e7aaa40d,richardlopez@example.com,53.245.7.154,LYUJDVseAY0sATwE,2024-12-06T01:52:40.000000Z,1733430160,0.10.4,www.choixcart.com/login,VT,US,usd
2024-12-30T15:35:22.000000Z,2024-12-30T15:35:22.000000Z,2024-12-30T15:35:22.000000Z,2024-12-30T15:35:22.000000Z,2024-12-30T15:35:22.000000Z,Lopez,Richard,richardlopez@example.com,600,800,1,1024,1280,,,,,,2f0f7d0383268ac0e501a3f3e7aaa40d,richardlopez@example.com,116.38.191.15,js4mRoWLHiCRyZvg,2024-12-25T13:24:54.000000Z,1735113294,1.1.4,www.choixcart.com/login,ID,US,usd
2025-02-04T01:22:10.000000Z,2025-02-04T01:22:10.000000Z,2025-02-04T01:22:10.000000Z,2025-02-04T01:22:10.000000Z,2025-02-04T01:22:10.000000Z,Lopez,Richard,richardlopez@example.com,1440,2560,2,1319,2560,abandon cart,twitter,cmpn_125,paidsocial,gts23ds,2f0f7d0383268ac0e501a3f3e7aaa40d,richardlopez@example.com,85.190.61.138,utGK60sAEk7V4ZX3,2025-01-15T23:46:58.000000Z,1736965018,1.0.2,www.choixcart.com/login,RI,US,usd
2025-04-10T21:14:31.000000Z,2025-04-10T21:14:31.000000Z,2025-04-10T21:14:31.000000Z,2025-04-10T21:14:31.000000Z,2025-04-10T21:14:31.000000Z,Lopez,Richard,richardlopez@example.com,1080,1920,1,969,1920,christmas sale,google,cmpn_232,ppc,53454fasdf,2f0f7d0383268ac0e501a3f3e7aaa40d,richardlopez@example.com,35.2.176.109,gLuTyk8uYHzoSybO,2025-03-28T18:44:10.000000Z,1743167650,1.0.2,www.choixcart.com/login,NY,US,usd
2025-06-12T10:26:59.000000Z,2025-06-12T10:26:59.000000Z,2025-06-12T10:26:59.000000Z,2025-06-12T10:26:59.000000Z,2025-06-12T10:26:59.000000Z,Lopez,Richard,richardlopez@example.com,864,1536,1,738,1522,new users,google,cmpn_533,ppc,gfaa4rvdsa,2f0f7d0383268ac0e501a3f3e7aaa40d,richardlopez@example.com,189.2.178.111,FJX6ZCeHsAgmGyCF,2025-05-31T07:19:26.000000Z,1748656166,1.0.2,www.choixcart.com/login,GA,US,usd
2024-10-24T16:02:33.000000Z,2024-10-24T16:02:33.000000Z,2024-10-24T16:02:33.000000Z,2024-10-24T16:02:33.000000Z,2024-10-24T16:02:33.000000Z,Lewis,James,lewis.james979@example.org,1080,1920,1,969,1920,,,,,,37d140e93810fa5d7bdcd2bf49a7aa45,lewis.james979@example.org,83.71.211.164,TF2cwH9VIm8oXFmh,2024-10-09T13:16:36.000000Z,1728459996,1.0.2,www.choixcart.com/signup,NC,US,usd
2024-12-05T04:14:34.000000Z,2024-12-05T04:14:34.000000Z,2024-12-05T04:14:34.000000Z,2024-12-05T04:14:34.000000Z,2024-12-05T04:14:34.000000Z,Lewis,James,lewis.james979@example.org,1080,1920,1,969,1920,,,,,,37d140e93810fa5d7bdcd2bf49a7aa45,lewis.james979@example.org,166.157.219.233,QbOrJl3FbcRGfxuE,2024-12-05T04:13:24.000000Z,1733352204,1.0.2,www.choixcart.com/login,WY,US,usd
2025-01-24T01:10:47.000000Z,2025-01-24T01:10:47.000000Z,2025-01-24T01:10:47.000000Z,2025-01-24T01:10:47.000000Z,2025-01-24T01:10:47.000000Z,Lewis,James,lewis.james979@example.org,1080,1920,1,969,1920,,,,,,37d140e93810fa5d7bdcd2bf49a7aa45,lewis.james979@example.org,76.198.181.249,LHvD70xTP1iS1fQv,2025-01-15T22:59:55.000000Z,1736962195,1.0.2,www.choixcart.com/signup,PA,US,usd
2025-04-24T21:43:22.000000Z,2025-04-24T21:43:22.000000Z,2025-04-24T21:43:22.000000Z,2025-04-24T21:43:22.000000Z,2025-04-24T21:43:22.000000Z,Lewis,James,lewis.james979@example.org,600,800,1,1024,1280,,,,,,37d140e93810fa5d7bdcd2bf49a7aa45,lewis.james979@example.org,162.171.43.55,rOfN4dpimIWO2Al2,2025-04-16T17:26:00.000000Z,1744804560,0.10.4,www.choixcart.com/signup,KY,US,usd
2025-06-14T15:01:35.000000Z,2025-06-14T15:01:35.000000Z,2025-06-14T15:01:35.000000Z,2025-06-14T15:01:35.000000Z,2025-06-14T15:01:35.000000Z,Lewis,James,lewis.james979@example.org,1169,1800,2,858,1340,,,,,,37d140e93810fa5d7bdcd2bf49a7aa45,lewis.james979@example.org,16.82.234.176,FygzqBO1d8tx9k2z,2025-05-28T10:23:07.000000Z,1748407987,1.1.4,www.choixcart.com/login,OK,US,usd
2025-07-26T02:10:44.000000Z,2025-07-26T02:10:44.000000Z,2025-07-26T02:10:44.000000Z,2025-07-26T02:10:44.000000Z,2025-07-26T02:10:44.000000Z,Lewis,James,lewis.james979@example.org,1080,1920,1,969,1920,,,,,,37d140e93810fa5d7bdcd2bf49a7aa45,lewis.james979@example.org,23.253.109.16,zeBBuMimCvG8PNKt,2025-07-21T00:38:35.000000Z,1753038515,1.1.4,www.choixcart.com/signup,MA,US,usd
2025-08-25T19:55:30.000000Z,2025-08-25T19:55:30.000000Z,2025-08-25T19:55:30.000000Z,2025-08-25T19:55:30.000000Z,2025-08-25T19:55:30.000000Z,Lewis,James,lewis.james979@example.org,854,385,1,726,384,,,,,,37d140e93810fa5d7bdcd2bf49a7aa45,lewis.james979@example.org,24.21.66.49,qvGv32Nqyehau3oV,2025-08-14T16:45:14.000000Z,1755170114,1.1.4,www.choixcart.com/login,TX,US,usd
2025-09-23T06:25:53.000000Z,2025-09-23T06:25:53.000000Z,2025-09-23T06:25:53.000000Z,2025-09-23T06:25:53.000000Z,2025-09-23T06:25:53.000000Z,Lewis,James,lewis.james979@example.org,854,385,1,726,384,,,,,,37d140e93810fa5d7bdcd2bf49a7aa45,lewis.james979@example.org,132.156.171.17,kKdrzhbVmZqgZCNM,2025-09-17T02:18:14.000000Z,1758055694,0.10.4,www.choixcart.com/signup,VA,US,usd
